Global_active_power,Global_reactive_power,Voltage,Global_intensity,Sub_metering_1,Sub_metering_2,Sub_metering_3,Predicted_global_active_power
0.216,0.0,247.59,0.8,0.0,0.0,0.0,0.21306188708513735
0.218,0.0,248.32,0.8,0.0,0.0,0.0,0.21370471103896144
0.214,0.0,247.43,0.8,0.0,0.0,0.0,0.21099621212121225
0.214,0.0,247.16,0.8,0.0,0.0,0.0,0.21280658730158705
0.214,0.0,246.9,0.8,0.0,0.0,0.0,0.2095204563492063
0.21,0.0,246.21,0.8,0.0,0.0,0.0,0.20925280375180375
0.21,0.0,245.18,0.8,0.0,0.0,0.0,0.2065761237373738
0.21,0.0,245.36,0.8,0.0,0.0,0.0,0.2085249484126983
0.212,0.0,246.43,0.8,0.0,0.0,0.0,0.20863328968253966
0.21,0.0,245.72,0.8,0.0,0.0,0.0,0.20879262842712837
0.21,0.0,246.26,0.8,0.0,0.0,0.0,0.20998829761904747
0.21,0.0,245.63,0.8,0.0,0.0,0.0,0.20860453174603144
0.212,0.0,246.27,0.8,0.0,0.0,0.0,0.21037093253968245
0.24,0.0,246.31,1.2,0.0,0.0,0.0,0.25990098412698426
0.318,0.132,244.92,1.4,0.0,0.0,0.0,0.31181675613275617
0.314,0.132,244.95,1.4,0.0,0.0,0.0,0.3122192442279943
0.312,0.132,244.87,1.4,0.0,0.0,0.0,0.30827256565656563
0.31,0.132,244.65,1.4,0.0,0.0,0.0,0.310686145021645
0.31,0.136,245.75,1.4,0.0,0.0,0.0,0.3086815555555554
0.31,0.14,246.27,1.4,0.0,0.0,0.0,0.30712885317460326
0.308,0.138,245.93,1.4,0.0,0.0,0.0,0.31336609956709943
0.318,0.154,245.99,1.4,0.0,0.0,0.0,0.32163948809523807
0.362,0.164,245.46,1.6,0.0,0.0,0.0,0.35540080050505035
0.538,0.162,245.78,2.2,0.0,0.0,0.0,0.5303287738095239
3.408,0.122,242.19,14.4,0.0,0.0,0.0,3.444155082972582
4.816,0.104,240.36,20.0,0.0,0.0,0.0,4.761022638888886
1.962,0.146,244.27,8.8,0.0,0.0,0.0,1.9625244841269822
1.714,0.252,245.05,7.0,0.0,0.0,0.0,1.3960523571428567
1.684,0.234,244.49,6.8,0.0,0.0,0.0,1.5779330277777777
1.226,0.114,245.01,5.2,0.0,0.0,0.0,1.1932425381562886
2.18,0.136,244.21,9.4,0.0,0.0,0.0,2.2360447469474964
2.782,0.14,243.41,11.6,0.0,0.0,0.0,2.7256431273448785
0.882,0.128,246.35,4.0,0.0,0.0,0.0,0.7766747698412698
0.596,0.26,246.1,2.6,0.0,0.0,0.0,0.5739925075757571
0.586,0.266,246.65,2.6,0.0,2.0,0.0,0.56204597041847
0.618,0.274,246.95,2.6,0.0,1.0,0.0,0.5623211847041845
0.694,0.218,246.15,3.0,0.0,2.0,0.0,0.6813560681818187
0.684,0.156,245.95,2.8,0.0,1.0,0.0,0.6646008347763354
0.678,0.152,245.05,2.8,0.0,1.0,0.0,0.6668910598845605
0.68,0.152,244.85,2.8,0.0,2.0,0.0,0.6727389220779227
0.668,0.146,243.65,2.8,0.0,1.0,0.0,0.669869131313131
0.666,0.144,243.44,2.8,0.0,2.0,0.0,0.6720105569985567
0.67,0.146,243.85,2.8,0.0,1.0,0.0,0.6722228932178932
0.67,0.148,243.73,2.8,0.0,1.0,0.0,0.6698260678210676
0.672,0.148,244.25,2.8,0.0,2.0,0.0,0.6753392157287158
0.682,0.162,243.77,2.8,0.0,1.0,0.0,0.6732798416305918
0.716,0.19,243.41,3.0,0.0,2.0,0.0,0.6951429682539682
0.782,0.3,242.71,3.4,0.0,1.0,0.0,0.7649484285714288
0.828,0.3,242.96,3.6,0.0,1.0,0.0,0.8286543437950943
0.846,0.302,243.19,3.6,0.0,1.0,0.0,0.8321741006493514
0.832,0.294,241.97,3.6,0.0,2.0,0.0,0.8237435057720063
0.826,0.288,241.01,3.6,0.0,1.0,0.0,0.8108395090187592
0.832,0.296,242.32,3.6,0.0,1.0,0.0,0.8281435772005779
0.83,0.298,242.57,3.6,0.0,1.0,0.0,0.8278397200577206
0.838,0.296,242.56,3.6,0.0,2.0,0.0,0.829130410533911
0.85,0.286,243.24,3.6,0.0,1.0,0.0,0.8415019769119776
0.872,0.284,243.94,3.8,0.0,1.0,0.0,0.8298681911976915
2.25,0.21,242.34,9.4,0.0,1.0,0.0,2.2132213888888885
2.942,0.158,241.21,12.4,0.0,0.0,8.0,2.9557116626984135
3.41,0.15,240.21,14.2,0.0,0.0,18.0,3.398721386363633
3.472,0.148,239.75,14.4,0.0,0.0,18.0,3.4663211248196295
3.466,0.148,239.82,14.4,0.0,0.0,18.0,3.4510296962482006
3.386,0.0,240.16,14.0,0.0,0.0,18.0,3.372181536435786
3.33,0.0,239.38,13.8,0.0,0.0,18.0,3.276106400793649
3.348,0.0,240.78,13.8,0.0,0.0,18.0,3.3242546428571416
3.31,0.0,240.92,13.6,0.0,0.0,17.0,3.3092452222222204
3.32,0.0,239.63,13.8,0.0,0.0,18.0,3.286673079365079
3.398,0.0,241.47,14.0,0.0,0.0,18.0,3.4009132341269828
3.412,0.0,241.05,14.0,0.0,0.0,18.0,3.381780456349207
3.444,0.0,240.77,14.2,0.0,0.0,18.0,3.414017164141413
3.598,0.0,241.21,14.8,0.0,0.0,17.0,3.5673615580808073
3.75,0.074,241.79,15.4,0.0,0.0,18.0,3.707873992063489
3.836,0.114,241.52,15.8,0.0,0.0,18.0,3.7697578015873012
3.792,0.116,241.88,15.6,0.0,0.0,18.0,3.7157498690476176
3.984,0.112,241.41,16.4,0.0,0.0,18.0,3.9718211706349207
3.992,0.114,241.44,16.4,0.0,0.0,18.0,3.9718211706349207
3.958,0.11,240.67,16.4,0.0,0.0,18.0,3.9648391626984094
3.968,0.112,241.03,16.4,0.0,0.0,17.0,3.9669420317460293
3.964,0.108,240.36,16.4,0.0,0.0,18.0,3.9505064087301567
3.918,0.104,238.87,16.4,0.0,0.0,18.0,3.905458985930735
3.884,0.174,239.44,16.2,0.0,0.0,17.0,3.871964775613276
5.166,0.174,237.5,21.8,0.0,0.0,17.0,5.164719879148631
4.788,0.2,238.36,20.6,0.0,0.0,18.0,4.8648864902597415
2.676,0.204,241.01,11.0,0.0,0.0,18.0,2.6427961613941617
2.61,0.204,240.62,10.8,0.0,0.0,17.0,2.6080075183982685
3.096,0.194,239.1,13.2,0.0,0.0,18.0,3.1249027496392494
3.892,0.202,238.59,16.2,0.0,0.0,17.0,3.8734324137806637
3.476,0.312,238.49,15.2,0.0,0.0,18.0,3.569459067460319
2.17,0.176,239.21,9.0,0.0,0.0,17.0,2.1478401410533916
2.322,0.164,239.91,9.6,0.0,0.0,18.0,2.3062263975468977
2.21,0.11,238.45,9.2,0.0,0.0,17.0,2.190006690476191
2.428,0.082,236.47,10.2,0.0,0.0,17.0,2.422713821067822
2.532,0.114,235.78,10.6,0.0,0.0,18.0,2.5070143629148625
2.226,0.1,236.06,9.4,1.0,0.0,17.0,2.217489981074481
2.262,0.108,237.62,9.4,1.0,0.0,17.0,2.2233961780441778
2.676,0.242,237.52,11.2,2.0,0.0,17.0,2.654916424603174
2.242,0.154,237.52,9.4,1.0,0.0,17.0,2.213282074869574
2.128,0.152,238.59,8.8,1.0,0.0,18.0,2.0625303134920654
1.97,0.152,238.92,8.2,1.0,0.0,17.0,1.961417113636365
1.592,0.148,238.87,6.6,1.0,0.0,18.0,1.584330035714286
1.522,0.0,239.02,6.4,2.0,0.0,17.0,1.5047696037851035
1.508,0.0,240.39,6.2,1.0,0.0,18.0,1.5020772063492067
1.354,0.0,239.82,5.6,1.0,0.0,18.0,1.3640916190476202
1.33,0.0,239.69,5.4,1.0,0.0,17.0,1.3274240079365078
1.322,0.0,239.21,5.4,1.0,0.0,18.0,1.3223561781274278
2.918,0.0,237.35,13.0,26.0,0.0,17.0,3.0313983452380966
3.492,0.048,236.29,14.6,38.0,0.0,17.0,3.4860328196248207
3.52,0.046,237.24,14.8,38.0,0.0,17.0,3.5215889891774896
3.492,0.046,236.36,14.6,38.0,0.0,18.0,3.489304391053392
3.516,0.046,237.25,14.8,38.0,0.0,17.0,3.5215395844155855
3.508,0.046,237.1,14.8,38.0,0.0,17.0,3.5156459960317443
3.486,0.048,236.6,14.6,37.0,0.0,17.0,3.4865285656565668
3.518,0.0,236.96,14.8,38.0,0.0,17.0,3.520046138888888
3.644,0.098,237.8,15.2,38.0,0.0,18.0,3.6357610634920623
3.664,0.18,236.41,15.4,38.0,0.0,17.0,3.647448583333331
3.628,0.174,235.32,15.4,37.0,0.0,17.0,3.622516890331889
3.644,0.178,236.03,15.4,37.0,0.0,17.0,3.6431332420634908
3.626,0.176,235.87,15.4,38.0,0.0,17.0,3.6363866746031737
1.866,0.194,237.26,8.6,9.0,0.0,17.0,1.9523711666666663
1.476,0.198,237.79,6.2,2.0,0.0,17.0,1.4613932976190467
1.49,0.204,239.04,6.2,1.0,0.0,18.0,1.4858396980519486
1.478,0.202,238.42,6.2,1.0,0.0,17.0,1.4825030551948046
1.448,0.16,238.72,6.0,1.0,0.0,18.0,1.4407682211399708
1.406,0.102,238.91,5.8,1.0,0.0,17.0,1.4065701706349205
1.41,0.102,238.96,5.8,2.0,0.0,18.0,1.4080644285714288
1.408,0.1,238.62,5.8,1.0,0.0,17.0,1.4037763015873015
1.41,0.102,238.77,5.8,1.0,0.0,18.0,1.406999297619047
1.402,0.1,238.21,5.8,1.0,0.0,17.0,1.4010160357142853
1.398,0.1,238.37,5.8,1.0,0.0,18.0,1.4003622142857142
1.304,0.0,237.97,5.4,2.0,0.0,17.0,1.307748035714286
1.308,0.0,237.12,5.4,1.0,0.0,17.0,1.3018437460317462
1.302,0.0,236.99,5.4,1.0,0.0,17.0,1.2989625238095246
1.306,0.0,237.69,5.4,1.0,0.0,18.0,1.3036198809523807
1.306,0.0,237.78,5.4,1.0,0.0,17.0,1.3068430873015877
1.308,0.0,238.52,5.4,2.0,0.0,17.0,1.3123649736652236
1.316,0.0,238.73,5.4,1.0,0.0,18.0,1.3196006439393928
1.322,0.0,239.16,5.4,1.0,0.0,17.0,1.32181769003219
1.322,0.0,239.03,5.4,1.0,0.0,18.0,1.3220842733655227
1.322,0.0,239.29,5.4,1.0,0.0,17.0,1.3218690233655235
1.312,0.0,238.64,5.4,2.0,0.0,18.0,1.318820458874458
1.282,0.0,239.02,5.2,0.0,0.0,17.0,1.2619374801587295
1.324,0.0,238.72,5.4,2.0,0.0,18.0,1.3195268106060594
1.318,0.0,237.99,5.4,1.0,0.0,17.0,1.3110846388888893
1.33,0.0,239.38,5.4,1.0,0.0,18.0,1.322477511460761
1.32,0.0,238.95,5.4,1.0,0.0,17.0,1.3214591186036182
1.326,0.0,239.64,5.4,2.0,0.0,18.0,1.3271486507936503
1.324,0.0,240.05,5.4,1.0,0.0,17.0,1.3269127579365076
1.426,0.076,240.21,5.8,1.0,0.0,18.0,1.408915964285714
1.424,0.118,238.14,6.0,1.0,0.0,18.0,1.4291808838383833
1.366,0.124,238.02,5.6,1.0,0.0,17.0,1.3535966111111108
1.404,0.108,237.41,5.8,1.0,0.0,17.0,1.4018792103174595
3.078,0.078,235.25,13.6,27.0,0.0,17.0,3.142879977994228
3.546,0.074,235.53,15.0,38.0,0.0,17.0,3.558080694444444
3.562,0.076,235.87,15.0,37.0,0.0,17.0,3.5604689365079336
3.618,0.186,234.84,15.4,37.0,0.0,17.0,3.6129176944444423
3.626,0.2,234.53,15.4,37.0,1.0,17.0,3.6178451194083667
3.652,0.282,234.19,15.6,37.0,1.0,17.0,3.666774006493508
3.678,0.288,234.99,15.6,37.0,2.0,17.0,3.6792101295093804
3.694,0.29,235.41,15.6,37.0,1.0,17.0,3.6917833015873027
3.708,0.292,235.73,15.6,37.0,2.0,17.0,3.7034351944444466
3.708,0.292,235.9,15.6,37.0,1.0,17.0,3.703069615079367
3.694,0.292,235.86,15.6,37.0,1.0,17.0,3.702683019841272
3.642,0.226,235.81,15.4,38.0,2.0,17.0,3.6384529404761876
3.576,0.162,235.18,15.2,36.0,1.0,17.0,3.5818800051892534
3.604,0.166,235.96,15.2,38.0,2.0,17.0,3.5952388095238104
2.012,0.17,238.55,9.4,12.0,1.0,17.0,2.162112361111111
1.332,0.082,238.88,5.6,0.0,1.0,18.0,1.3335082528860034
1.322,0.078,238.1,5.4,0.0,2.0,17.0,1.318269871212121
1.31,0.08,237.51,5.4,0.0,1.0,17.0,1.3106291378066386
1.326,0.11,237.32,5.6,0.0,1.0,18.0,1.3400108860028863
1.314,0.084,236.78,5.4,1.0,1.0,17.0,1.307399133838384
1.31,0.076,237.17,5.4,0.0,2.0,17.0,1.3099233997114
1.31,0.076,237.32,5.4,0.0,1.0,17.0,1.3102238044733048
1.314,0.078,238.25,5.4,0.0,1.0,18.0,1.317136590548341
1.316,0.08,238.65,5.4,0.0,1.0,17.0,1.3178226489899003
1.326,0.082,239.23,5.4,0.0,2.0,18.0,1.3253979123376625
1.336,0.086,240.12,5.4,0.0,1.0,17.0,1.3330868946608951
1.336,0.086,240.24,5.4,0.0,1.0,18.0,1.334629287518038
1.338,0.084,240.63,5.6,0.0,1.0,18.0,1.3464986626984135
1.296,0.0,240.69,5.4,0.0,0.0,18.0,1.3058416507936499
1.262,0.0,240.62,5.2,0.0,0.0,17.0,1.2726675277777781
1.368,0.07,241.0,5.6,0.0,0.0,18.0,1.3643050952380953
1.374,0.098,240.45,5.6,0.0,0.0,18.0,1.3665815468975469
1.364,0.096,239.83,5.6,0.0,0.0,17.0,1.359550873015874
1.346,0.09,238.58,5.6,0.0,0.0,18.0,1.3454391746031746
1.328,0.086,237.51,5.6,0.0,0.0,17.0,1.3338782936507938
1.312,0.08,235.72,5.4,0.0,0.0,17.0,1.307524467171717
1.322,0.084,236.37,5.6,0.0,0.0,17.0,1.3217623069153068
1.326,0.086,237.0,5.6,0.0,0.0,17.0,1.3273146918359426
1.326,0.086,237.13,5.6,0.0,0.0,18.0,1.3288813505661017
1.308,0.082,235.84,5.4,0.0,0.0,17.0,1.3073926338383839
1.302,0.08,235.48,5.4,0.0,0.0,17.0,1.306317208874459
1.306,0.08,235.47,5.4,0.0,0.0,17.0,1.306317208874459
1.312,0.082,235.94,5.4,0.0,0.0,17.0,1.3073226338383837
1.316,0.084,236.31,5.6,0.0,0.0,17.0,1.3217623069153068
1.32,0.084,236.7,5.6,0.0,0.0,17.0,1.322271671994672
1.25,0.0,236.78,5.2,0.0,0.0,17.0,1.2331751031746025
1.204,0.046,234.77,5.0,0.0,0.0,17.0,1.1931708888888888
1.216,0.0,235.34,5.0,0.0,0.0,17.0,1.2035361468253973
1.296,0.0,236.8,5.4,0.0,0.0,17.0,1.2939720483405492
1.314,0.058,237.53,5.4,0.0,0.0,18.0,1.3090233178210684
1.304,0.056,236.88,5.4,0.0,0.0,17.0,1.302079139610391
1.298,0.056,236.73,5.4,0.0,0.0,17.0,1.2992640523088028
1.3,0.056,236.77,5.4,0.0,0.0,17.0,1.2995167189754695
1.304,0.056,236.82,5.4,0.0,0.0,17.0,1.3014772388167402
1.298,0.054,236.34,5.4,0.0,0.0,18.0,1.2964906197691197
1.296,0.056,236.26,5.4,0.0,0.0,17.0,1.2979896038961047
1.29,0.054,236.23,5.4,0.0,0.0,17.0,1.2953816158008664
1.278,0.0,236.99,5.4,0.0,0.0,17.0,1.2915284126984146
1.234,0.0,237.45,5.2,0.0,0.0,17.0,1.232667352092352
1.236,0.0,237.38,5.2,0.0,0.0,17.0,1.2322828946608948
1.24,0.0,237.86,5.2,0.0,0.0,18.0,1.2442894668109672
1.244,0.0,238.16,5.2,0.0,0.0,17.0,1.2476201847041843
1.242,0.0,238.59,5.2,0.0,0.0,18.0,1.2455302777777773
1.248,0.0,239.15,5.2,0.0,0.0,17.0,1.251057781746031
1.316,0.0,238.44,5.4,0.0,0.0,18.0,1.3102588668831174
1.358,0.09,238.78,5.6,0.0,0.0,17.0,1.3464771111111122
1.352,0.09,238.66,5.6,0.0,0.0,17.0,1.345902313492064
1.342,0.088,238.05,5.6,0.0,0.0,18.0,1.3399612983405487
1.332,0.086,237.63,5.6,0.0,0.0,17.0,1.3340124603174603
1.336,0.088,237.88,5.6,0.0,0.0,17.0,1.33699648917749
1.346,0.09,238.67,5.6,0.0,0.0,18.0,1.3454325674603174
1.35,0.092,239.06,5.6,0.0,0.0,17.0,1.3496403495116007
1.348,0.09,238.76,5.6,0.0,0.0,18.0,1.3453207738095245
1.336,0.088,238.15,5.6,0.0,0.0,17.0,1.340794946248199
1.338,0.09,238.49,5.6,0.0,0.0,18.0,1.3408150822510831
1.328,0.086,237.25,5.6,0.0,0.0,17.0,1.3343667817460323
1.336,0.088,237.83,5.6,0.0,0.0,17.0,1.3388521439393941
1.336,0.088,238.05,5.6,0.0,0.0,18.0,1.3399612983405487
1.332,0.088,237.73,5.6,0.0,0.0,17.0,1.335714731240981
1.284,0.0,237.66,5.4,0.0,0.0,17.0,1.2960266309523822
1.252,0.0,239.27,5.2,0.0,0.0,18.0,1.2516343979076476
1.258,0.0,239.29,5.2,0.0,0.0,17.0,1.2532361886724386
1.246,0.0,238.17,5.2,0.0,0.0,18.0,1.2448893434343433
1.246,0.0,238.3,5.2,0.0,0.0,17.0,1.2535439603174594
1.24,0.0,238.17,5.2,0.0,0.0,17.0,1.2466929347041844
1.238,0.0,238.27,5.2,0.0,0.0,18.0,1.2448461886724385
1.238,0.0,237.74,5.2,0.0,0.0,17.0,1.2486441984126986
1.222,0.0,236.04,5.2,0.0,0.0,17.0,1.2331751031746025
1.24,0.0,237.64,5.2,0.0,0.0,18.0,1.236956367243867
1.252,0.0,238.87,5.2,0.0,0.0,17.0,1.2607753412698408
1.296,0.0,239.71,5.4,0.0,0.0,18.0,1.3010576908369416
1.326,0.064,239.42,5.4,0.0,0.0,17.0,1.3273062276334777
1.332,0.064,239.22,5.4,0.0,0.0,18.0,1.3276038647186146
1.326,0.062,238.79,5.4,0.0,0.0,17.0,1.32080466955267
1.334,0.064,239.48,5.4,0.0,0.0,18.0,1.3271819718614721
1.33,0.064,239.43,5.4,0.0,0.0,17.0,1.3273062276334777
1.33,0.066,240.19,5.4,0.0,0.0,18.0,1.3330111287878788
1.318,0.062,238.99,5.4,0.0,0.0,17.0,1.3216602658730159
1.33,0.064,239.68,5.4,0.0,0.0,18.0,1.3283637222222222
1.38,0.112,239.86,5.8,0.0,0.0,18.0,1.39036853932179
1.378,0.106,240.07,5.6,0.0,0.0,17.0,1.3690911176046174
1.362,0.096,240.02,5.6,0.0,0.0,18.0,1.3586634639249642
1.352,0.094,239.53,5.6,0.0,0.0,17.0,1.3531251185758695
1.354,0.094,239.78,5.6,0.0,0.0,18.0,1.355309863275614
1.356,0.094,239.59,5.6,0.0,0.0,18.0,1.354776187590188
1.354,0.094,239.32,5.6,0.0,0.0,17.0,1.3519076615051617
1.344,0.09,238.65,5.6,0.0,0.0,18.0,1.345212400793651
1.348,0.092,239.03,5.6,0.0,0.0,17.0,1.345599376984128
1.356,0.094,239.91,5.6,0.0,0.0,18.0,1.3550858275613282
1.348,0.092,239.2,5.6,0.0,0.0,17.0,1.3489888058608062
1.34,0.092,239.03,5.6,0.0,0.0,18.0,1.3421722153679658
1.346,0.096,239.81,5.6,0.0,0.0,17.0,1.3593556825396833
1.352,0.096,239.95,5.6,0.0,0.0,18.0,1.3560409917027425
1.354,0.096,239.87,5.6,0.0,0.0,18.0,1.3565010274170282
1.332,0.07,239.47,5.4,0.0,0.0,17.0,1.3256061204906215
1.254,0.0,239.76,5.2,0.0,0.0,18.0,1.25507036038961
1.248,0.0,239.2,5.2,0.0,0.0,17.0,1.2505524069264065
1.25,0.0,239.48,5.2,0.0,0.0,18.0,1.2536673849206346
1.258,0.0,240.31,5.2,0.0,0.0,18.0,1.2660574047619049
1.27,0.0,240.71,5.2,0.0,0.0,17.0,1.273019916666667
1.266,0.0,240.3,5.2,0.0,0.0,18.0,1.2667329603174604
1.266,0.0,240.24,5.2,0.0,0.0,18.0,1.2691097023809532
1.26,0.0,239.81,5.2,0.0,0.0,17.0,1.2571853906926405
1.272,0.0,240.88,5.2,0.0,0.0,18.0,1.2731768379675892
1.268,0.0,240.62,5.2,0.0,0.0,18.0,1.2713183968253972
1.26,0.0,239.89,5.2,0.0,0.0,17.0,1.2574219361471861
1.254,0.0,239.2,5.2,0.0,0.0,18.0,1.25104379076479
1.254,0.0,239.33,5.2,0.0,0.0,17.0,1.253039468253968
1.244,0.0,238.82,5.2,0.0,0.0,18.0,1.2533416955266952
1.248,0.0,239.35,5.2,0.0,0.0,17.0,1.2507295396825397
1.258,0.0,240.17,5.2,0.0,0.0,18.0,1.2613669538239545
1.334,0.064,239.4,5.6,0.0,0.0,18.0,1.341889896048396
1.33,0.08,238.95,5.4,0.0,1.0,17.0,1.325836543290043
1.392,0.152,238.51,5.8,0.0,2.0,18.0,1.3957668095238105
1.406,0.184,238.69,5.8,0.0,1.0,17.0,1.405056888888889
1.46,0.228,239.0,6.2,0.0,2.0,17.0,1.4775209126984132
1.516,0.312,238.59,6.4,0.0,1.0,18.0,1.5061025515873012
1.51,0.314,238.65,6.4,0.0,1.0,17.0,1.5041431406926404
1.506,0.312,238.52,6.4,0.0,2.0,18.0,1.5056153849206348
1.504,0.314,238.63,6.4,0.0,1.0,17.0,1.5041431406926404
1.494,0.312,238.44,6.4,0.0,2.0,18.0,1.5048064007936506
1.502,0.318,239.59,6.4,0.0,1.0,17.0,1.507855616883117
1.492,0.316,239.03,6.4,0.0,1.0,18.0,1.5073191309523812
1.43,0.222,239.57,6.0,0.0,2.0,17.0,1.4187831547619043
1.416,0.212,238.84,6.0,0.0,1.0,18.0,1.4185142619047613
1.406,0.208,238.03,5.8,0.0,1.0,17.0,1.39984817063492
1.398,0.204,237.44,5.8,0.0,2.0,17.0,1.4016503730158723
1.392,0.204,237.0,5.8,0.0,1.0,18.0,1.3979177658730157
1.42,0.204,237.31,6.0,0.0,1.0,17.0,1.4196794523809513
1.72,0.198,236.7,7.2,0.0,1.0,17.0,1.7141918474025977
1.756,0.202,237.55,7.4,0.0,2.0,17.0,1.7395741746031743
1.612,0.082,237.57,6.8,0.0,1.0,18.0,1.6088392694805196
1.602,0.07,237.29,6.6,0.0,1.0,17.0,1.5809240847763355
1.598,0.07,236.98,6.6,0.0,1.0,17.0,1.5809240847763355
1.508,0.074,237.86,6.2,0.0,1.0,17.0,1.5003422445887444
1.316,0.0,240.47,5.4,0.0,1.0,18.0,1.3124400717893212
1.498,0.0,240.32,6.2,0.0,0.0,18.0,1.4990904000721497
1.59,0.048,240.29,6.6,0.0,0.0,17.0,1.5976886666666663
1.602,0.052,240.41,6.6,0.0,0.0,18.0,1.6026680833333335
1.58,0.054,238.78,6.6,0.0,0.0,17.0,1.5840611915584422
1.6,0.05,240.37,6.6,0.0,0.0,18.0,1.6028262499999995
1.602,0.05,240.52,6.6,0.0,0.0,18.0,1.6030535604395595
1.61,0.048,241.21,6.6,0.0,0.0,18.0,1.6141828953823962
1.612,0.048,241.45,6.6,0.0,0.0,18.0,1.618005075396825
1.63,0.05,242.38,6.6,0.0,0.0,18.0,1.6266683044733035
1.636,0.054,242.48,6.6,0.0,0.0,17.0,1.6292868203463198
1.626,0.056,241.74,6.6,0.0,0.0,18.0,1.6260971536796527
1.626,0.056,241.6,6.6,0.0,0.0,18.0,1.6253109632034628
1.626,0.056,241.64,6.6,0.0,0.0,18.0,1.6253937965367955
1.616,0.058,240.9,6.6,0.0,0.0,18.0,1.6129004082029093
1.612,0.058,240.5,6.6,0.0,0.0,18.0,1.6081778302808305
1.618,0.058,241.1,6.6,0.0,0.0,17.0,1.6173609707792225
1.698,0.0,241.21,7.0,0.0,0.0,18.0,1.7038139686147182
1.728,0.076,241.18,7.0,0.0,0.0,18.0,1.7015637871572875
1.8,0.166,240.52,7.4,0.0,0.0,18.0,1.7906592301587296
1.786,0.176,240.3,7.4,0.0,0.0,17.0,1.7849999440836937
1.79,0.178,240.64,7.4,0.0,0.0,18.0,1.7878955512265515
1.788,0.178,240.59,7.4,0.0,0.0,18.0,1.7876388845598845
1.796,0.182,241.39,7.4,0.0,0.0,18.0,1.797580259018759
1.8,0.182,241.35,7.4,0.0,0.0,17.0,1.796170298701299
1.792,0.18,241.07,7.4,0.0,0.0,18.0,1.7876163290043303
1.784,0.178,240.76,7.4,0.0,0.0,18.0,1.7852334917027428
1.778,0.178,240.77,7.4,0.0,0.0,18.0,1.7847437059884572
1.766,0.156,241.2,7.2,0.0,0.0,18.0,1.7534455436507932
1.722,0.078,241.86,7.0,0.0,0.0,17.0,1.6950241230158736
1.726,0.08,242.25,7.0,0.0,0.0,18.0,1.7151688492063502
1.734,0.084,242.96,7.0,0.0,0.0,19.0,1.723940611111112
1.686,0.0,242.38,6.8,0.0,0.0,17.0,1.665881390692641
1.622,0.056,241.39,6.6,0.0,0.0,18.0,1.6225943928571445
1.618,0.056,241.06,6.6,0.0,0.0,18.0,1.6178858517316033
1.614,0.058,240.76,6.6,0.0,0.0,18.0,1.609852253441004
1.62,0.056,241.21,6.6,0.0,0.0,18.0,1.6184210342712868
1.618,0.056,241.06,6.6,0.0,0.0,17.0,1.6181223239538256
1.624,0.056,241.43,6.6,0.0,0.0,18.0,1.6230100952380966
1.636,0.054,241.82,6.6,0.0,0.0,18.0,1.6269194682539665
1.638,0.0,242.06,6.6,0.0,0.0,18.0,1.6300444047619056
1.65,0.0,243.03,6.8,0.0,0.0,18.0,1.6605391883116887
1.64,0.0,242.27,6.6,0.0,0.0,18.0,1.6311006587301593
1.642,0.0,242.84,6.6,0.0,0.0,18.0,1.6366769325396817
1.626,0.0,241.78,6.6,0.0,0.0,18.0,1.6221610425685427
1.628,0.0,241.92,6.6,0.0,0.0,18.0,1.6229606388888893
1.626,0.0,241.7,6.6,0.0,0.0,18.0,1.619752872294372
1.63,0.0,242.06,6.6,0.0,0.0,18.0,1.6300444047619056
1.624,0.0,241.66,6.6,0.0,0.0,18.0,1.6206506103896103
1.63,0.0,241.97,6.6,0.0,0.0,18.0,1.6234268293650798
1.638,0.0,242.74,6.6,0.0,0.0,18.0,1.6312659999999986
1.636,0.0,242.49,6.6,0.0,0.0,18.0,1.6279225306637795
1.618,0.0,241.17,6.6,0.0,0.0,17.0,1.6138607687590194
1.622,0.0,241.36,6.6,0.0,0.0,18.0,1.6179499289321797
1.71,0.046,241.52,7.0,0.0,0.0,18.0,1.7036385995670988
1.742,0.096,241.83,7.2,0.0,0.0,18.0,1.7497838293650794
1.622,0.1,242.51,6.6,0.0,0.0,18.0,1.611540157647906
1.69,0.102,242.84,7.0,0.0,0.0,18.0,1.7303397936507932
2.352,0.094,242.42,9.6,0.0,0.0,18.0,2.328271030303031
2.138,0.092,241.72,8.8,0.0,0.0,18.0,2.127707643578642
1.53,0.1,242.42,6.2,0.0,0.0,18.0,1.5129004087301587
2.414,0.408,242.12,10.8,0.0,0.0,18.0,2.4966057824675314
2.092,0.376,242.24,9.4,0.0,0.0,18.0,2.2128706547619057
2.858,0.522,241.87,12.4,0.0,0.0,18.0,2.975119328643581
3.122,0.51,240.63,13.2,0.0,0.0,17.0,3.09998250793651
3.092,0.502,241.32,13.0,0.0,0.0,18.0,3.102788440476192
3.054,0.478,241.22,13.0,0.0,0.0,18.0,3.085862337301588
3.026,0.472,241.51,12.8,0.0,0.0,18.0,3.0471112730880243
3.002,0.464,241.45,12.6,0.0,0.0,18.0,3.018334232323232
2.686,0.326,241.55,11.6,0.0,0.0,18.0,2.6963383628038637
1.468,0.074,243.17,6.0,0.0,0.0,18.0,1.4710939523809532
1.434,0.0,242.38,5.8,0.0,0.0,18.0,1.4271705039682552
1.38,0.0,241.62,5.6,0.0,0.0,17.0,1.377899371933621
